city_id,city,latitude,longitude,temperature,humidity,cloudiness,wind_speed,country,date_time
238,sao martinho,39.5144,-9.1311,59.9,87,78,8.01,PT,2024-04-20 13:41:35
239,parkes,-33.1333,148.1833,46.35,79,0,5.68,AU,2024-04-20 13:41:35
240,nova sintra,14.8667,-24.7167,74.5,80,98,21.99,CV,2024-04-20 13:39:43
241,namibe,-15.1961,12.1522,76.77,76,8,5.88,AO,2024-04-20 13:39:48
242,korla,41.7597,86.1469,62.28,36,0,1.59,CN,2024-04-20 13:41:36
243,south hedland,-20.4089,118.5983,66.13,27,0,8.05,AU,2024-04-20 13:41:36
244,arkhangel'sk,64.5401,40.5433,28.31,89,75,6.71,RU,2024-04-20 13:41:36
245,codrington,-38.2667,141.9667,46.74,90,60,3.83,AU,2024-04-20 13:39:42
246,saint-joseph,-21.3667,55.6167,73.78,77,100,4.0,RE,2024-04-20 13:39:40
247,isabela,6.7085,121.9711,78.66,86,100,3.22,PH,2024-04-20 13:41:36
248,ocean city,39.2776,-74.5746,67.12,51,37,1.99,US,2024-04-20 13:40:10
249,kirkwall,58.9848,-2.9587,41.05,87,100,2.3,GB,2024-04-20 13:41:37
250,ta`u,-14.2336,-169.5144,84.0,75,84,14.94,AS,2024-04-20 13:39:19
251,waddan,29.1614,16.139,70.83,28,80,13.11,LY,2024-04-20 13:41:37
252,pierre,44.3683,-100.351,49.78,42,0,19.57,US,2024-04-20 13:40:52
253,berezovyy,51.6667,135.7,28.94,94,100,1.36,RU,2024-04-20 13:41:37
254,belmonte,-15.8631,-38.8828,78.6,80,53,14.76,BR,2024-04-20 13:39:52
255,aral,40.5156,81.2636,65.8,26,27,5.91,CN,2024-04-20 13:41:38
256,saldanha,-33.0117,17.9442,55.45,92,98,5.75,ZA,2024-04-20 13:39:35
257,port mathurin,-19.6833,63.4167,79.68,82,91,18.3,MU,2024-04-20 13:39:25
258,coahuayana de hidalgo,18.7,-103.6583,86.58,45,8,7.78,MX,2024-04-20 13:39:49
259,kaoma,-14.7833,24.8,66.09,53,5,5.59,ZM,2024-04-20 13:41:38
260,lashio,22.9333,97.75,67.15,55,0,2.06,MM,2024-04-20 13:41:38
261,port lincoln,-34.7333,135.8667,55.87,80,2,8.61,AU,2024-04-20 13:39:33
262,imbituba,-28.24,-48.6703,73.85,77,0,11.95,BR,2024-04-20 13:41:39
263,harstad,68.799,16.5293,31.98,58,4,1.99,NO,2024-04-20 13:39:21
264,trairi,-3.2778,-39.2689,74.23,97,100,10.07,BR,2024-04-20 13:41:39
265,santana do livramento,-30.8908,-55.5328,67.73,78,0,5.79,BR,2024-04-20 13:41:39
266,sevastopol,44.6,33.5333,57.0,55,100,8.01,UA,2024-04-20 13:41:39
267,christchurch,-43.5333,172.6333,48.06,98,100,2.3,NZ,2024-04-20 13:38:57
268,labuan,5.2767,115.2417,80.96,94,20,0.0,MY,2024-04-20 13:41:40
269,sungai raya,0.7,108.9,79.79,88,100,4.5,ID,2024-04-20 13:41:40
270,jwaneng,-24.6004,24.7303,68.2,38,10,1.66,BW,2024-04-20 13:41:40
271,kapa'a,22.0752,-159.319,76.26,72,75,10.36,US,2024-04-20 13:40:21
272,santa terezinha,-29.9002,-50.0904,69.8,74,0,8.41,BR,2024-04-20 13:41:40
273,burao,9.5221,45.5336,73.56,74,79,7.02,SO,2024-04-20 13:41:40
274,yeed,4.55,43.0333,85.08,62,100,7.99,SO,2024-04-20 13:41:41
275,flying fish cove,-10.4217,105.6791,78.48,100,100,10.36,CX,2024-04-20 13:39:55
276,itoman,26.1247,127.6694,75.29,100,75,10.36,JP,2024-04-20 13:40:27
277,daru,-9.0763,143.2092,80.47,83,100,7.18,PG,2024-04-20 13:41:41
278,zabaykal'sk,49.6333,117.3167,35.04,43,87,9.01,RU,2024-04-20 13:41:41
279,sarykemer,43.0,71.5,56.68,54,2,15.55,KZ,2024-04-20 13:41:41
280,tukzar,35.9483,66.4213,55.35,61,23,3.78,AF,2024-04-20 13:41:42
281,kidal,18.4411,1.4078,92.19,7,98,7.63,ML,2024-04-20 13:41:42
282,kill devil hills,36.0307,-75.676,59.38,89,100,11.5,US,2024-04-20 13:41:42
